DocID,published_at,source_name,author,title,description,url,url_to_image,content,category,full_content,language
1000881,2023-10-02 15:30:13.000000,The Points Guy,Mike Avila,Here’s how to score exclusive dining and travel deals during Amex Member Week,"American Express cardholders (and even some non-cardholders) will get a chance to enjoy a slew of special offers during American Express Member Week. Amex is back this year with a five-day event from Oct. 9-13, with cool experiences and statement credits on t…",https://thepointsguy.com/news/amex-member-week-is-back/,https://thepointsguy.global.ssl.fastly.net/us/originals/2022/03/GettyImages-125112134-scaled.jpg,American Express cardholders (and even some non-cardholders) will get a chance to enjoy a slew of special offers during American Express Member Week. Amex is back this year with a five-day event from… [+5326 chars],Travel,,en
1000882,2023-10-02 15:30:19.000000,RT,RT,Russian Paralympic boss rules out ‘political demands’ for athletes,The head of Russia’s Paralympic Committee has said some 300 athletes will go to Paris in 2024 unless they are required to sign declarations Read Full Article at RT.com,https://www.rt.com/russia/583915-russian-athletes-paris-paralympics/,https://mf.b37mrtl.ru/files/2023.10/article/651adb8f20302709e40a10e2.jpg,"Russian athletes will participate at the 2024 Paris Paralympics but only if they are not required to sign political declarations, the President of Russia’s Paralympic Committee (RPC), Pavel Rozhkov, … [+1797 chars]",Bahrain,"Russian athletes will participate at the 2024 Paris Paralympics but only if they are not required to sign political declarations, the President of Russia’s Paralympic Committee (RPC), Pavel Rozhkov, has announced. In an interview with TASS, the official stated that as many as 300 Russian athletes could take part in the Games next year under a neutral flag. “We hope that the Paralympic federations will allow our athletes to participate in competitions so that they can be selected. The criteria already exist in general terms, the (International Paralympic Committee) executive committee will formulate all this more clearly in the near future,”Rozhkov said. However, the RPC president stressed that no Russian athletes will participate at the Paris Paralympics if they have to sign political statements to be cleared to compete. “The question of declarations has not been discussed,”said Rozhkov, although he noted that a number of Olympic federations that hold Paralympic competitions have previously demanded that Russian athletes sign declarations condemning Moscow’s military campaign against Ukraine.“If this happens, our athletes will not go anywhere,”Rozhkov insisted. Russian athletes were due to take part at the Winter Paralympic Games in Beijing last year, but were banned in a last-minute reversal by the IPC because of the Ukraine conflict. The IPC later voted to suspend the RPC’s membership, although that decision was overturned in May after Russia successfully appealed. A tribunal of three judges found that the IPC had imposed the suspension with“procedural violations”and without producing any evidence of wrongdoing by the RPC. On Friday, the IPC Extraordinary General Assembly in Bahrain voted once again to suspend Russia, but allowed Russian athletes to participate in international competitions, including the Paralympic Games in Paris, under neutral status. The 2024 Paralympic Games are set to be held in Paris from August 28 to September 8. ",en
1000883,2023-10-02 15:30:45.000000,Fark.com,,"Today's 2-hour serving of '80s alt/post-punk/new wave gets preempted for a mountain climbing Q&A. Wait, what? Hear what commercial radio doesn't sound like on something that doesn't sound like pastFORWARD. Starts @ 12:00 PM ET, LGT streaming options [Live]","Today's 2-hour serving of '80s alt/post-punk/new wave gets preempted for a mountain climbing Q&A. Wait, what? Hear what commercial radio doesn't sound like on something that doesn't sound like pastFORWARD. Starts @ 12:00 PM ET, LGT streaming options",https://www.fark.com/comments/13010002/Todays-2-hour-serving-of-80s-altpost-punknew-wave-gets-preempted-for-a-mountain-climbing-QA-Wait-what-Hear-what-commercial-radio-doesnt-sound-like-on-something-that-doesnt-sound-like-pastFORWARD-Starts-1200-PM-ET-LGT-streaming-options,https://img.fark.net/images/2013/site/farkLogo2Big.gif,"PROGRAMMING ALERT:THIS IS NOT THE MUSIC SHOW TODAY. IF YOU ARE EXPECTING THE MUSIC SHOW, TUNE IN TOMORROW.
I got hit up by multiple peeps online and IRL about this event. I'll be interviewed live on… [+475 chars]",Hiking,,en
1000884,2023-10-02 15:30:53.000000,Globalresearch.ca,Dr. Vladislav B. Sotirović,National Identities of the People Living in Ukraine. Historical Background,"All Global Research articles can be read in 51 languages by activating the Translate Website button below the author’s name. To receive Global Research’s Daily Newsletter (selected articles), click here. Click the share button above to email/forward this arti…",https://www.globalresearch.ca/some-basic-remarks-national-identities-people-living-ukraine-short-historical-background/5834585,https://www.globalresearch.ca/wp-content/uploads/2023/10/ukraine.jpg,"All Global Research articles can be read in 51 languages by activating the Translate Website button below the authors name.
To receive Global Researchs Daily Newsletter (selected articles), click he… [+9084 chars]",Belarus,,en
1000886,2023-10-02 15:32:40.000000,Marketscreener.com,Reuters,Algeria's Sonatrach names Rachid Hachichi as new CEO,"(marketscreener.com) Algeria state-owned oil and gas
company Sonatrach named Rachid Hachichi as its new CEO on
Monday, to replace Toufik Hakkar.
 Hachichi, who served as Sonatrachs caretaker CEO for a
while a few years ago, is an engineer who has spent most …",https://www.marketscreener.com/news/latest/Algeria-s-Sonatrach-names-Rachid-Hachichi-as-new-CEO--44965962/,https://www.marketscreener.com/images/twitter_MS_fdnoir.png,"ANALYST RECOMMENDATIONS : Amgen, Best Buy, Comcast, Fedex, Mosaic...
Every morning, find a selection of analysts' recommendations covering North America and the UK. The list only includes companies … [+241 chars]",Algeria,,en
1000887,2023-10-02 15:32:40.000000,Marketscreener.com,Reuters,"ALGERIA'S SONATRACH CEO TAWFIQ HAKKAR REMOVED FROM POST, RACHID…","(marketscreener.com) 
 ALGERIA'S SONATRACH CEO TAWFIQ HAKKAR REMOVED FROM POST, RACHID HACHICHI APPOINTED AS SUCCESSOR - ALGERIA STATE TV
 https://www.marketscreener.com/quote/index/TOPIX-INDEX-61714390/news/ALGERIA-S-SONATRACH-CEO-TAWFIQ-HAKKAR-REMOVED-FROM-…",https://www.marketscreener.com/quote/index/TOPIX-INDEX-61714390/news/ALGERIA-S-SONATRACH-CEO-TAWFIQ-HAKKAR-REMOVED-FROM-POST-RACHID-8230-44965808/,https://www.marketscreener.com/images/twitter_MS_fdblanc.png,"Japan's Nikkei surrenders gains to end lower as rising yields weigh
October 02, 2023 at 02:48 am EDT",Algeria,,en
1000888,2023-10-02 15:32:59.000000,Psychology Today,Ralph Lewis M.D.,Fame in the Brain—Global Workspace Theories of Consciousness,GWTs propose that information becomes conscious when it gains the brain's attentional spotlight and is broadcast to a global workspace. Experts like GWT. The media has other ideas.,https://www.psychologytoday.com/intl/blog/finding-purpose/202310/fame-in-the-brain-global-workspace-theories-of-consciousness,https://cdn2.psychologytoday.com/assets/styles/manual_crop_1_91_1_1528x800/public/teaser_image/blog_entry/2023-10/Image%20for%20blog%20-%20Fame%20in%20the%20Brain%E2%80%94Global%20Workspace%20Theories%20of%20Consciousness%20-%20adimas%20-%20AdobeStock_0.jpeg.jpg?itok=ltSMBIW9,"1. In AI research, global workspace refers to a fleeting memory domain that allows for cooperative problem-solving by large collections of specialized programs [Baars, B. J., Geld, N., &amp; Kozma, R… [+5135 chars]",Psychology,,en
1000889,2023-10-02 15:33:20.000000,ABC News,The Associated Press,Second UK police force looking into allegations of sexual offenses by Russell Brand,British media are reporting that a second British police force is looking into sexual offenses allegedly committed by actor and comedian Russell Brand,https://abcnews.go.com/International/wireStory/uk-police-force-allegations-sexual-offenses-committed-russell-103658898,https://i.abcnewsfe.com/a/f5978190-c400-42a9-bcce-3bff1715a343/wirestory_b614e4e7c8b327e61a89bdec7901b066_16x9.jpg?w=992,"LONDON -- A second British police force is looking into sexual offenses allegedly committed by actor and comedian Russell Brand, British media reported Monday.
Thames Valley Police is taking a fresh… [+1609 chars]",Movies,"LONDON --A second British police force is looking into sexual offenses allegedly committed by actor and comedian Russell Brand, British media reported Monday. Thames Valley Police is taking a fresh look at harassment and stalking allegations previously made by a woman against Brand between 2018 and 2022, the BBC and PA news agency said. The police force declined to name Brand — as is usual in the U.K. for people who have not been charged — but issued a statement when asked about the news reports. “Thames Valley Police in the past two weeks, received new information in relation to harassment and stalking allegations dating back to 2018,"" it said. ""This information is being investigated; as such it would be inappropriate to comment on an ongoing investigation.” London's Metropolitan Police said last week it was examining “a number of allegations of sexual offenses” relating to Brand following a television documentary and newspaper investigations. Brand, 48, denies allegations ofsexual assaultmade by four women in a Channel 4 television documentary and The Times and Sunday Times newspapers. The accusers, who have not been named, include one who said she was sexually assaulted during a relationship with him when she was 16. Another woman says Brand raped her in Los Angeles in 2012. Brand was a major U.K. star in the early 2000s, hosting shows on radio and television and appearing in several Hollywood movies. He was briefly married to pop star Katy Perry between 2010 and 2012. Brand has largely disappeared from mainstream media but has built up a large following online with videos mixing wellness and conspiracy theories.YouTubehas said it will stop Brand from making money from the streaming site, where he has 6.6 million subscribers, due to the “serious allegations” against him.",en
1000890,2023-10-02 15:33:29.000000,Euronews,,The challenges ahead for Armenia after the fall of Nagorno-Karabakh,"Tens of thousands of homeless people travel to Armenia, where the leader faces daily protests amid a row with Russia.",https://www.euronews.com/2023/10/02/the-challenges-ahead-for-armenia-after-the-fall-of-nagorno-karabakh,https://static.euronews.com/articles/stories/07/93/70/60/1000x563_cmsv2_a94eab9a-6dd4-5f5c-a499-dd066e8d8861-7937060.jpg,"Tens of thousands of homeless people travel to Armenia, where the leader faces daily protests amid a row with Russia. 
 Tens of thousands of now-homeless people have streamed into Armenia from the s… [+5627 chars]",Armenia,"Tens of thousands of now-homeless people have streamed into Armenia from the separatist region of Nagorno-Karabakh, controlled by its emboldened adversary, Azerbaijan. Meanwhile, swarms of protesters are filling the streets of the Armenian capital of Yerevan, demanding the prime minister's ousting. And relations with Russia, an old ally and protector, have frayed amid mutual accusations. Armenia now finds itself facing multiple challenges after being thrust into one of the worst political crises in its decades of independence following the 1991 collapse of the Soviet Union. Developments unfolded with surprising speed after Azerbaijan waged a lightning military campaign in Nagorno-Karabakh, a majority ethnic Armenian region that has run its affairs for three decades without international recognition. That triggered a massive exodus by the ethnic Armenians who feared living under Azerbaijani rule. More than 80% of the region’s 120,000 residents hastily packed their belongings and trudged in a gruelling and slow journey over the single mountain road into impoverished Armenia, which is struggling to accommodate them. “There’s a tremendous amount of anger and frustration directed at Nikol Pashinyan,” said Laurence Broers, an expert on the region at Chatham House. Pashinyan’s economically challenged government has to provide them quickly with housing, medical care and jobs. While the global Armenian diaspora has pledged to help, it poses major financial and logistical problems for the landlocked country. Thomas de Waal, a senior fellow at the Carnegie Europe think tank, agrees with other observers that one factor in Pashinyan’s favour is that whatever simmering anger there is against him, there is just as much directed toward Russia, Armenia’s main ally. After a six-week war in 2020 that saw Azerbaijan reclaim part of Nagorno-Karabakh and surrounding territories, Russia sent about 2,000 peacekeeping troops to the region under a Kremlin-brokered truce. Pashinyan has accused the peacekeepers of failing to prevent the recent hostilities by Azerbaijan. Russia has been distracted by its war in Ukraine, which has eroded its influence in the region and made the Kremlin reluctant to defy Azerbaijan and its main ally Turkey, a key economic partner for Moscow amid Western sanctions. “Clearly, this Azerbaijani military operation would not have been possible if the Russian peacekeepers had tried to keep the peace, but they just basically stood down,” de Waal said. The Kremlin, in turn, has sought to shift the blame to Pashinyan, accusing him of precipitating the fall of Nagorno-Karabakh by acknowledging Azerbaijan's sovereignty over the region and damaging Armenia's ties with Russia by embracing the West. Russian President Vladimir Putin has long been suspicious of Pashinyan, a former journalist who came to power in 2018 after leading protests that ousted the previous government. Even before Azerbaijan’s operation to reclaim control of Nagorno-Karabakh, Russia had vented anger at Armenia for hosting US troops for joint military drills and moving to recognise the jurisdiction of the International Criminal Court after it had indicted Putin for war crimes connected to the deportation of children from Ukraine. The bad feelings escalated after the fall of Nagorno-Karabakh, with Moscow assailing Pashinyan in harsh language that hadn't been heard before. The Russian Foreign Ministry blasted “the inconsistent stance of the Armenian leadership, which flip-flopped on policy and sought Western support over working closely with Russia and Azerbaijan.” It remains unclear whether Pashinyan might take Armenia out of the Moscow-dominated Collective Security Treaty Organization, a group of several former Soviet nations, and other Russia-led alliances. Armenia also hosts a Russian military base and Russian border guards help patrol Armenia’s frontier with Turkey. Despite the worsening rift, Pashinyan has refrained from threats to rupture links with Moscow, but he emphasised the need to bolster security and other ties with the West. Even though the Russian peacekeepers didn’t try to prevent Azerbaijan from reclaiming Nagorno-Karabakh, the troops' presence in Armenia helps counter potential moves by Azerbaijan and Turkey to pressure Yerevan on some contested issues.   Baku has long demanded that Armenia offer a corridor to Azerbaijan's exclave of Nakhchivan, which is separated from the rest of the country by a 40-kilometre (25-mile) swathe of Armenian territory. The deal that ended the 2020 war envisaged reopening rail and road links to Nakhchivan that have been cut since the start of the Nagorno-Karabakh conflict, but their restoration has stalled amid continuing tensions between Armenia and Azerbaijan. Azerbaijan has warned it could use force to secure the corridor if Armenia keeps stonewalling the issue, and there have been fears in Armenia that the corridor could infringe on its sovereignty. “I think there is extreme concern about this in Armenia, given the very dramatic military asymmetry between Armenia and Azerbaijan today and given the fact that Russia has ostensibly abdicated its role as a security guarantor for Armenia,” Broers said. Despite Western calls for Azerbaijan to respect Armenia’s sovereignty as well as strong signals from Iran, which also has warned Azerbaijan not to use force against Armenia, tensions remain high, he noted. “The issue is to what extent Azerbaijan and Turkey, backed maybe quietly by Russia, push this issue,"" de Waal said. ""Do they just sort of try and force Armenia at the negotiating table or do they actually start to use force to try and get what they want? This is the scenario everyone fears.”",en
1000891,2023-10-02 15:34:21.000000,AllAfrica - Top Africa News,,Mozambique: Three Beira MDM Leaders Released as Judge Says Police Had No Reason for Arrest,"[Mozambique News Reports And Clippings] Three MDM leaders were released today in Beira after a judge said there was no legal basis for their arrests Tuesday. According to a report on the independent television station STV, the judge today (Friday 29 September…",https://allafrica.com/stories/202310020562.html,https://cdn08.allafrica.com/static/images/structure/aa-logo-rgba-no-text-square.png,"Three MDM leaders were released today in Beira after a judge said there was no legal basis for their arrests Tuesday. According to a report on the independent television station STV, the judge today … [+1203 chars]",Mozambique,,en
1000892,2023-10-02 15:34:48.000000,ABC News,The Associated Press,"104-year-old skydives from plane, aiming for record as the world's oldest skydiver","A 104-year-old Chicago woman is hoping to be certified as the oldest person to ever skydive after making a tandem jump Sunday and landing 13,500 feet later at a northern Illinois airport",https://abcnews.go.com/US/wireStory/chicago-woman-104-skydives-plane-aiming-record-worlds-103658066,https://s.abcnews.com/images/US/abc_news_default_2000x2000_update_16x9_992.jpg,"OTTAWA, Ill. -- A 104-year-old Chicago woman is hoping to be certified as the oldest person to ever skydive after making a tandem jump Sunday and landing 13,500 feet (4,100 meters) later at a norther… [+2000 chars]",Sweden,"OTTAWA, Ill. --A 104-year-old Chicago woman is hoping to be certified as the oldest person to ever skydive after leaving her walker on the ground and making a tandem jump in northern Illinois. “Age is just a number,” Dorothy Hoffner told a cheering crowd moments after touching the ground Sunday at Skydive Chicago in Ottawa, about 85 miles (140 kilometers) southwest of Chicago, the Chicago Tribune reported. The Guinness World Record for oldest skydiver was set in May 2022 by 103-year-old Linnéa Ingegärd Larsson from Sweden. But Skydive Chicago is working to have Guinness World Records certify Hoffner's jump as a record, WLS-TV reported. Hoffner first skydived when she was 100. On Sunday, she left her walker behind just short of the plane — a Skyvan — and was helped up the steps to join the others waiting inside to skydive. “Let’s go, let’s go, Geronimo!” Hoffner said after she was finally seated. When she first skydived, she said she had to be pushed out of the aircraft. But on Sunday, tethered to a U.S. Parachute Association-certified instructor, Hoffner insisted on leading the jump from 13,500 feet (4,100 meters). She looked calm and confident when the plane was aloft and its aft door opened to reveal tan crop fields far below shortly before she shuffled toward the edge and leaped into the air. She tumbled out of the plane, head first, completing a perfect forward roll in the sky, before flying stable in freefall with her belly facing the ground. The dive lasted seven minutes, including her parachute's slow descent to the ground. Coming in to land, the wind pushed Hoffner's white hair back, she clung to the harness over her narrow shoulders, picked up her legs and plopped softly onto the grassy landing area. Friends rushed in to share congratulations, while someone brought over Hoffner’s red walker. She rose quickly and she was asked how it felt to be back on the ground. “Wonderful,” Hoffner said. “But it was wonderful up there. The whole thing was delightful, wonderful, couldn’t have been better."" After her jump, Hoffner's mind quickly turned to the future and other challenges. The lifelong Chicago woman, who's set to turn 105 in December, said she might take a ride in a hot-air balloon next. “I’ve never been in one of those,” she said.",en
1000893,2023-10-02 15:35:11.000000,Eater,Ashok Selvam,"Chicago’s Vegan Food Hall Features Meatless Italian Beef, Fish-Free Sushi, and More","XMarket, Uptown’s new vegan grocery store, opens with six restaurants",https://chicago.eater.com/2023/10/2/23899657/xmarket-vegan-food-hall-grocer-chicago-uptown-sushi-italian-beef-hot-dog,https://cdn.vox-cdn.com/thumbor/OJ9dMSm1CRwtk6vDrv8F1rT33LM=/0x115:1600x953/fit-in/1200x630/cdn.vox-cdn.com/uploads/chorus_asset/file/24970380/53218605431_ff8d52a9f3_h.jpg,"Vegan sushi from Bloom is among the options at XMarket. | Barry Brecheisen/Eater Chicago

 


 XMarket, Uptown’s new vegan grocery store, opens with six restaurants Can Chicago sustain an all-vegan … [+2610 chars]",Vegan,,en
1000894,2023-10-02 15:35:43.000000,News24,Khanyiso Tshwaku,"Sport | Better a Bok on a break than Irish, says Rassie: Pool B decider always 'going to be nervy'",SA Rugby director of rugby Rassie Erasmus said they're happy to be in a position to watch the permutations in Pool B play out having completed their programme.,https://www.news24.com/sport/rugby/worldcup/better-a-bok-on-a-break-than-irish-says-rassie-pool-b-decider-always-going-to-be-nervy-20231002,https://cdn.24.co.za/files/Cms/General/d/9480/0b96658f7c9449eb8d323e7e2c167a4b.jpg,<ul><li>SA Rugby director of rugby Rassie Erasmus said they're happy to be in a position to watch the permutations in Pool B play out having completed their programme.</li><li>The Springboks conclude… [+4325 chars],Tonga,,en
1000896,2023-10-02 15:37:15.000000,Euronews,,Serbia accused of planning to 'annex' northern Kosovo,"NATO has called on both sides to negotiate as ""the only way to achieve lasting peace"".",https://www.euronews.com/2023/10/02/serbia-accused-of-planning-to-annex-northern-kosovo,https://static.euronews.com/articles/stories/07/93/78/64/1000x563_cmsv2_a782b027-2a89-531e-b0ce-d741e5a04477-7937864.jpg,"NATO has called on both sides to negotiate as ""the only way to achieve lasting peace"". 
 Kosovo's leader said on Monday a recent ""terrorist attack"" by a paramilitary unit was part of a ""broader plan… [+3033 chars]",Serbia,"The United States said on Monday any pullback of Serbian soldiers from the Kosovo border would be a ""welcome measure"", following Belgrade's announcement it had reduced troop levels ""to normal"". “We are waiting to see confirmation of this. But if it is true, it would be a welcome step,” said US State Department spokesperson Matthew Miller. “We remain concerned by the cycle of increasing tensions and sporadic violence in northern Kosovo and we encourage both parties to resume the dialogue facilitated by the European Union,” he added. Serbia refuses to recognise the independence of Kosovo, its former southern province.  Rebels from Kosovo's Albanian majority fought a war for independence against Serbian forces between 1998 and 1999 that ended following a NATO bombing campaign. Tensions have spiked in northern Kosovo, home to approximately 120,000 Kosovo Serbs. On 24 September, a Kosovar Albanian police officer was killed in an ambush in an area where Serbs are the majority in several towns.  A shootout ensued, between Kosovar special forces and a heavily armed unit of Kosovo Serbs. Three of them were killed, while three others were arrested. Others fled.  According to Kosovo Prime Minister Albin Kurti, this incident - one of the most serious escalations to occur in Kosovo in recent years - was part of a ""larger plan to annex northern Kosovo through a coordinated attack"" on scores of positions.  On Monday, he claimed the plan was to ""set up a corridor towards Serbia "" to ""allow the supply of weapons and troops."" Also on Monday, Serbian leaders announced they reduced the number of troops along the Kosovar border, which they called an ""administrative line"".  The Serbian army has reduced its contingent of soldiers from 8,350 to 4,500, said Chief of Staff of the Armed Forces Milan Mojsilovic, three days after the US warned against a “major military deployment”. On Sunday, NATO announced it would strengthen its presence in Kosovo with 600 British soldiers.  Its peacekeeping force - known as KFOR - is comprised of around 4,500 soldiers from 27 countries. The US-led military alliance again called for calm on Sunday and demanded that Belgrade and Pristina return to dialogue as quickly as possible.  This is ""the only way to achieve lasting peace"", according to a NATO spokesperson. During the latest outbreak of violence in the region on 24 September, a paramilitary unit composed of several dozen men killed a Kosovar Albanian policeman and injured another at a checkpoint near the village of Banjska, in northern Kosovo.  Supported by Belgrade, they reject the government in Pristina.  On the same day of the attack, Kosovar authorities claimed Serbia was behind the heavily armed group - something Serbian authorities rejected. The US, Kosovo's main international ally, urged Serbia to ""withdraw [its] troops"" from the border on Friday.  Serbian President Aleksandar Vucic accused Washington of lying, without explicitly denying the presence of Serbian soldiers.  He said the number of Serbian troops was well below that during a similar deployment in May. General Mojsilovic claimed he was ""surprised"" by the ""deep concern of some"" about the deployment of Serbian forces during this latest ""security crisis"". According to him, the Serbian army had deployed some ""14,000 soldiers"" in the same region between December 2022 and May 2023 during “similar security crises”.  Serbian forces had then been placed ""at the highest level of alert"", which was not the case last week, Mojsilovic stressed.",en
1000897,2023-10-02 15:37:29.000000,Sputnikglobe.com,Fantine  Gardinier,Photos: JWST Spots Dozens of Rogue Jupiter-Sized Planets in Orion Nebula Close-Up,"A stunning new discovery has been made using the James Webb Space Telescope (JSWT), the most powerful telescope ever built by humans. The orbital observatory has spotted dozens of planets roaming freely in the Orion nebula, unconnected to any star.",https://sputnikglobe.com/20231002/photos-jwst-spots-dozens-of-rogue-jupiter-sized-planets-in-orion-nebula-close-up-1113861100.html,https://cdn1.img.sputnikglobe.com/images/sharing/article/eng/1113861100.jpg?11138615871696261050,"Check out all the latest trending news and stories from across the globe and the Internet! Lifestyle, cultural stories, social media hits, latest science and technology news, photos, videos, and much… [+5667 chars]",Astronomy,,en
1000898,2023-10-02 15:37:54.000000,ComingSoon.net,Mack Ashworth,Peacock October 2023 Schedule: New TV Shows & Movies Lineup,Here is the Peacock October 2023 schedule. This is a list of the new movies and TV shows coming to the Peacock streaming platform. All TV shows and movies coming to Peacock in October 2023 October 1 October 2 October 3 October 4 October 5 October 6 October 7 …,https://www.comingsoon.net/guides/news/1355104-peacock-october-2023-schedule-new-tv-shows-movies-lineup-release-dates,"https://www.comingsoon.net/wp-content/uploads/sites/3/2023/10/Peacock-October-2023-Schedule.jpg?resize=1200,630","Here is the Peacock October 2023 schedule. This is a list of the new movies and TV shows coming to the Peacock streaming platform.
All TV shows and movies coming to Peacock in October 2023
October … [+33426 chars]",Tonga,,en
1000900,2023-10-02 15:39:30.000000,Noahpinion.blog,Noah Smith,How China's “debt traps” work,Raiding the Global South like a piggy bank.,https://www.noahpinion.blog/p/how-chinas-debt-traps-actually-work,"https://substackcdn.com/image/fetch/w_1200,h_600,c_fill,f_jpg,q_auto:good,fl_progressive:steep,g_auto/https%3A%2F%2Fsubstack-post-media.s3.amazonaws.com%2Fpublic%2Fimages%2F96102cc2-ba6f-46b4-a03f-282b1339db88_960x720.jpeg","China is a big country and you are small countries, and that is a fact. Chinese foreign minister Yang Jiechi, speaking to ASEAN in 2010
One of the first indicators that Xi Jinping wasnt as competent… [+11065 chars]",Myanmar,,en
1000901,2023-10-02 15:39:45.000000,The A.V. Club,Emma Keates,"Movie theaters are about to have another Renaissance, because Beyoncé is coming","Please do not be alarmed, remain calm. Do not attempt to leave the dance floor because Beyoncé’s Renaissance is coming to AMC theaters. Just hours after closing out her record-breaking tour in Kansas City, MO on Sunday, the “Alien Superstar” singer confirmed …",https://www.avclub.com/beyonce-renaissance-tour-film-trailer-1850891909,"https://i.kinja-img.com/image/upload/c_fill,f_auto,fl_progressive,g_center,h_675,pg_1,q_80,w_1200/1220e36fee0d478e2604f6269f810590.jpg","Please do not be alarmed, remain calm. Do not attempt to leave the dance floor because Beyoncés Renaissance is coming to AMC theaters. Just hours after closing out her record-breaking tour in Kansas … [+1811 chars]",Sweden,,en
1000902,2023-10-02 15:40:02.000000,Marketscreener.com,Newsfilecorp,Founders Metals Announces Listing on Frankfurt Exchange,"(marketscreener.com) Founders Metals Inc. announces that it is now trading on the Frankfurt Stock Exchange under the symbol 9DL0 . Listing on the Frankfurt Stock Exchange, the largest exchange in Germany and one of the world's leading trading venues, Founders…",https://www.marketscreener.com/quote/stock/FOUNDERS-METALS-INC-119782335/news/Founders-Metals-Announces-Listing-on-Frankfurt-Exchange-44965844/,https://www.marketscreener.com/images/twitter_MS_fdnoir.png,"Vancouver, British Columbia--(Newsfile Corp. - October 2, 2023) - Founders Metals Inc. (TSXV: FDR) (FSE: 9DL0) (WKN: A2QQ1W) (""Founders"" or the ""Company"") announces that it is now trading on the Fran… [+4205 chars]",Suriname,"Vancouver, British Columbia--(Newsfile Corp. - October 2, 2023) -Founders Metals Inc.(TSXV: FDR) (FSE: 9DL0) (WKN: A2QQ1W) (""Founders"" or the ""Company"") announces that it is now trading on the Frankfurt Stock Exchange under the symbol 9DL0 (WKN A2QQ1W).  Listing on the Frankfurt Stock Exchange, the largest exchange in Germany and one of the world's leading trading venues, Founders Metals anticipates enhanced visibility and access to a broader investor base. The Company's main listing remains on the TSX Venture Exchange under the symbol FDR. ""Our listing on the Frankfurt Stock Exchange reflects Founders' continuous efforts to increase shareholder value and provide easier access for European investors. This is a strategic move aimed at enhancing our liquidity and raising our profile in the international community,"" says Colin Padget, CEO of Founders Metals. ""This listing comes as Founders hits the midway point of its 10,000 m 2023 drilling campaign at the Antino Gold Project in Suriname where highlights from recent drilling include 15.50 metres of 30.72 g/t gold."" About Founders Metals Inc. Founders Metals is a Canadian exploration company operating in North and South America. The Company is focused on acquiring and advancing gold projects in the South American Guiana Shield. Its flagship project is the 20,000 ha Antino Gold Project in Suriname. Exploration work on the project includes, over 30,000 m of historical drilling, 35,000 gold-in-soil auger samples, property-wide aeromagnetic survey data, and a 2022 LiDAR survey. Antino is the most advanced gold exploration project in Suriname; within an area where historical surface/alluvial gold mining has produced over 500,000 gold ounces to date1. 1. 2022 – Antino Project Technical Report entitled, ""Technical Report, Antino Project, Suriname, South America"" with an effective date of December 23, 2022 by qualified persons, K. Raffle, BSc, P. Geo and Rock Lefrançois, BSc, P.Geo. ON BEHALF OF THE BOARD OF DIRECTORS, Per:""Colin Padget"" Colin PadgetPresident, Chief Executive Officer, and Director Founders Metals Contact Information Dave Burwell, VP Corporate DevelopmentTel: 403 410 7907 |daveb@fdrmetals.com Cautionary Statement Regarding Forward-Looking Information This press release contains ""forward-looking information"" within the meaning of applicable Canadian securities legislation. Forward-looking information includes, without limitation, statements regarding the use of proceeds from the Company's recently completed financings and the future or prospects of the Company. Generally, forward-looking information can be identified by the use of forward-looking terminology such as ""plans"", ""expects"" or ""does not expect"", ""is expected"", ""budget"", ""scheduled"", ""estimates"", ""forecasts"", ""intends"", ""anticipates"" or ""does not anticipate"", or ""believes"", or variations of such words and phrases or state that certain actions, events or results ""may"", ""could"", ""would"", ""might"" or ""will be taken"", ""occur"" or ""be achieved"". Forward-looking statements are necessarily based upon a number of assumptions that, while considered reasonable by management, are inherently subject to business, market, and economic risks, uncertainties, and contingencies that may cause actual results, performance, or achievements to be materially different from those expressed or implied by forward-looking statements. Although the Company has attempted to identify important factors that could cause actual results to differ materially from those contained in forward-looking information, other factors may cause results not to be as anticipated, estimated, or intended. There can be no assurance that such information will prove to be accurate, as actual results and future events could differ materially from those anticipated in such statements. Accordingly, readers should not place undue reliance on forward-looking information. Other factors which could materially affect such forward-looking information are described in the risk factors in the Company's most recent annual management discussion and analysis. The Company does not undertake to update any forward-looking information, except in accordance with applicable securities laws. All material information on Founders Metals can be found atwww.sedarplus.ca.  To view the source version of this press release, please visithttps://www.newsfilecorp.com/release/182623 ",en
1000903,2023-10-02 15:40:19.000000,ComingSoon.net,Brandon Schreur,"Renaissance Trailer Previews Beyoncé Concert Movie, Release Date Revealed","Beyoncé releases the first trailer for Renaissance: A Film by Beyoncé, a new concert movie hitting theaters in December 2023.
The post Renaissance Trailer Previews Beyoncé Concert Movie, Release Date Revealed appeared first on ComingSoon.net - Movie Trailers,…",https://www.comingsoon.net/movies/trailers/1355088-renaissance-trailer-previews-beyonce-concert-movie-release-date-revealed,"https://www.comingsoon.net/wp-content/uploads/sites/3/2023/10/Screenshot_2023-09-13_at_9.34.43_AM_1200x675-70.jpg?resize=1200,630","The first trailer for Renaissance, a new Beyoncé concert film, has been released.
Renaissance: A Film by Beyoncé is a new concert film showing a behind-the-scenes look at the infamous artists Renais… [+1632 chars]",Sweden,,en
